date,sales,total_cost,avg_cost,delivered,dayofweek,month,quarter,is_weekend,is_peak,sales_ma7,sales_ma14,sales_ma30,sales_std7,sales_lag1,sales_lag3,sales_lag7,sales_lag14,sales_pct1,sales_pct7
2022-04-19,36,4929,136.91666666666666,26,1,4,2,0,0,37.42857142857143,36.42857142857143,34.333333333333336,2.992052966172345,37.0,36.0,41.0,19.0,-0.027027027027026973,-0.12195121951219512
2022-04-20,39,6206,159.12820512820514,27,2,4,2,0,0,38.0,36.07142857142857,34.06666666666667,2.8284271247461388,36.0,44.0,35.0,44.0,0.08333333333333326,0.11428571428571432
2022-04-21,38,4873,128.23684210526315,33,3,4,2,0,0,38.142857142857146,36.142857142857146,34.266666666666666,2.7945525240230324,39.0,37.0,37.0,37.0,-0.02564102564102566,0.027027027027026973
2022-04-22,34,5673,166.85294117647058,26,4,4,2,0,0,37.714285714285715,35.714285714285715,34.46666666666667,3.1997023671108815,38.0,36.0,37.0,40.0,-0.10526315789473684,-0.08108108108108103
2022-04-23,31,4547,146.67741935483872,23,5,4,2,1,0,37.0,35.57142857142857,34.5,4.082482904638608,34.0,39.0,36.0,33.0,-0.08823529411764708,-0.13888888888888884
2022-04-24,31,4348,140.25806451612902,27,6,4,2,1,0,35.142857142857146,35.92857142857143,34.36666666666667,3.2366943748507553,31.0,38.0,44.0,26.0,0.0,-0.2954545454545454
2022-04-25,32,3927,122.71875,26,0,4,2,0,0,34.42857142857143,36.285714285714285,34.46666666666667,3.3094381626465066,31.0,34.0,37.0,27.0,0.032258064516129004,-0.1351351351351351
2022-04-26,38,5176,136.21052631578948,31,1,4,2,0,0,34.714285714285715,36.07142857142857,34.53333333333333,3.545621041711687,32.0,31.0,36.0,41.0,0.1875,0.05555555555555558
2022-04-27,33,4372,132.4848484848485,29,2,4,2,0,0,33.857142857142854,35.92857142857143,34.4,3.0237157840738504,38.0,31.0,39.0,35.0,-0.13157894736842102,-0.15384615384615385
2022-04-28,22,2852,129.63636363636363,17,3,4,2,0,0,31.571428571428573,34.857142857142854,34.06666666666667,4.859943170351693,33.0,32.0,38.0,37.0,-0.33333333333333337,-0.42105263157894735
2022-04-29,30,4662,155.4,24,4,4,2,0,0,31.0,34.357142857142854,34.0,4.760952285695287,22.0,38.0,34.0,37.0,0.36363636363636354,-0.11764705882352944
2022-04-30,39,5628,144.30769230769232,32,5,4,2,1,0,32.142857142857146,34.57142857142857,34.1,5.63999324552115,30.0,33.0,31.0,36.0,0.30000000000000004,0.25806451612903225
2022-05-01,35,4106,117.31428571428572,29,6,5,2,1,0,32.714285714285715,33.92857142857143,34.03333333333333,5.707138387268079,39.0,22.0,31.0,44.0,-0.10256410256410253,0.12903225806451624
2022-05-02,31,3878,125.09677419354838,28,0,5,2,0,0,32.57142857142857,33.5,34.333333333333336,5.740416444159892,35.0,30.0,32.0,37.0,-0.11428571428571432,-0.03125
2022-05-03,43,5375,125.0,36,1,5,2,0,0,33.285714285714285,34.0,34.733333333333334,6.750661343263253,31.0,39.0,38.0,36.0,0.3870967741935485,0.13157894736842102
2022-05-04,31,4498,145.09677419354838,24,2,5,2,0,0,33.0,33.42857142857143,34.53333333333333,6.806859285554067,43.0,35.0,33.0,39.0,-0.2790697674418605,-0.06060606060606055
2022-05-05,36,4712,130.88888888888889,33,3,5,2,0,0,35.0,33.285714285714285,35.1,4.795831523312725,31.0,31.0,22.0,38.0,0.16129032258064524,0.6363636363636365
2022-05-06,29,4229,145.82758620689654,27,4,5,2,0,0,34.857142857142854,32.92857142857143,34.6,4.980915960897542,36.0,43.0,30.0,34.0,-0.19444444444444442,-0.033333333333333326
2022-05-07,33,4399,133.3030303030303,24,5,5,2,1,0,34.0,33.07142857142857,34.46666666666667,4.654746681256333,29.0,31.0,39.0,31.0,0.13793103448275867,-0.15384615384615385
2022-05-08,32,4092,127.875,24,6,5,2,1,0,33.57142857142857,33.142857142857146,34.2,4.685336802448805,33.0,36.0,35.0,31.0,-0.030303030303030276,-0.08571428571428574
2022-05-09,38,5118,134.68421052631578,30,0,5,2,0,0,34.57142857142857,33.57142857142857,34.36666666666667,4.790864322059337,32.0,29.0,31.0,32.0,0.1875,0.22580645161290325
2022-05-10,39,5918,151.74358974358975,25,1,5,2,0,0,34.0,33.642857142857146,34.8,3.7416573867739653,38.0,33.0,43.0,38.0,0.026315789473684292,-0.09302325581395354
2022-05-11,32,3804,118.875,22,2,5,2,0,0,34.142857142857146,33.57142857142857,34.96666666666667,3.625307868699885,39.0,32.0,31.0,33.0,-0.17948717948717952,0.032258064516129004
2022-05-12,25,4051,162.04,21,3,5,2,0,0,32.57142857142857,33.785714285714285,34.43333333333333,4.8599431703516816,32.0,38.0,36.0,22.0,-0.21875,-0.3055555555555556
2022-05-13,36,5406,150.16666666666666,24,4,5,2,0,0,33.57142857142857,34.214285714285715,34.46666666666667,4.7207747548166825,25.0,39.0,29.0,30.0,0.43999999999999995,0.24137931034482762
2022-05-14,36,4229,117.47222222222223,32,5,5,2,1,0,34.0,34.0,34.43333333333333,4.795831523312738,36.0,32.0,33.0,39.0,0.0,0.09090909090909083
2022-05-15,33,4517,136.87878787878788,26,6,5,2,1,0,34.142857142857146,33.857142857142854,34.3,4.740906081772833,36.0,25.0,32.0,35.0,-0.08333333333333337,0.03125
2022-05-16,31,4639,149.6451612903226,28,0,5,2,0,0,33.142857142857146,33.857142857142854,34.13333333333333,4.525062483125593,33.0,36.0,38.0,31.0,-0.06060606060606055,-0.1842105263157895
2022-05-17,25,2939,117.56,17,1,5,2,0,0,31.142857142857142,32.57142857142857,33.5,4.598136268408938,31.0,36.0,39.0,43.0,-0.19354838709677424,-0.3589743589743589
2022-05-18,35,6118,174.8,26,2,5,2,0,0,31.571428571428573,32.857142857142854,33.43333333333333,4.825527358301346,25.0,33.0,32.0,31.0,0.3999999999999999,0.09375
2022-05-19,32,5085,158.90625,26,3,5,2,0,0,32.57142857142857,32.57142857142857,33.3,3.8668308667927684,35.0,31.0,25.0,36.0,-0.08571428571428574,0.28
2022-05-20,41,4866,118.6829268292683,24,4,5,2,0,0,33.285714285714285,33.42857142857143,33.36666666666667,4.923220007078244,32.0,25.0,36.0,29.0,0.28125,0.13888888888888884
2022-05-21,42,5791,137.88095238095238,32,5,5,2,1,0,34.142857142857146,34.07142857142857,33.5,5.899959644736899,41.0,35.0,36.0,33.0,0.024390243902439046,0.16666666666666674
2022-05-22,39,5342,136.97435897435898,28,6,5,2,1,0,35.0,34.57142857142857,33.666666666666664,6.137317546507326,42.0,32.0,33.0,32.0,-0.0714285714285714,0.18181818181818188
2022-05-23,42,5564,132.47619047619048,33,0,5,2,0,0,36.57142857142857,34.857142857142854,34.03333333333333,6.347102826149431,39.0,41.0,31.0,38.0,0.07692307692307687,0.35483870967741926
2022-05-24,27,4023,149.0,20,1,5,2,0,0,36.857142857142854,34.0,33.9,5.756983337031376,42.0,42.0,25.0,39.0,-0.3571428571428571,0.08000000000000007
2022-05-25,34,5463,160.6764705882353,29,2,5,2,0,0,36.714285714285715,34.142857142857146,33.96666666666667,5.822779568621991,27.0,39.0,35.0,32.0,0.2592592592592593,-0.02857142857142858
2022-05-26,27,4016,148.74074074074073,24,3,5,2,0,0,36.0,34.285714285714285,33.6,6.733003292241378,34.0,42.0,32.0,25.0,-0.20588235294117652,-0.15625
