date,shipments,avg_cost,avg_days,dayofweek,month,quarter,is_weekend,is_peak,shipments_ma7,shipments_ma14,shipments_ma30,shipments_std7,shipments_lag1,shipments_lag3,shipments_lag7,shipments_lag14,shipments_pct1,shipments_pct7
2022-02-19,30,130.4,6.3,5,2,1,1,0,32.142857142857146,31.571428571428573,34.233333333333334,4.5250624831255735,32.0,34.0,28.0,41.0,-0.0625,0.0714285714285714
2022-02-20,33,132.4848484848485,6.212121212121212,6,2,1,1,0,31.857142857142858,32.357142857142854,34.233333333333334,4.375255094603885,30.0,36.0,35.0,22.0,0.10000000000000009,-0.05714285714285716
2022-02-21,34,145.02941176470588,6.470588235294118,0,2,1,0,0,33.42857142857143,32.714285714285715,34.13333333333333,1.988059594776034,33.0,32.0,23.0,29.0,0.030303030303030276,0.4782608695652173
2022-02-22,28,142.25,6.571428571428571,1,2,1,0,0,32.42857142857143,32.714285714285715,33.7,2.699206232527331,34.0,30.0,35.0,28.0,-0.17647058823529416,-0.19999999999999996
2022-02-23,33,149.4848484848485,6.363636363636363,2,2,1,0,0,32.285714285714285,32.42857142857143,33.63333333333333,2.6276913640612376,28.0,33.0,34.0,37.0,0.1785714285714286,-0.02941176470588236
2022-02-24,27,156.03703703703704,5.7407407407407405,3,2,1,0,0,31.0,31.714285714285715,33.46666666666667,2.708012801545343,33.0,34.0,36.0,37.0,-0.18181818181818177,-0.25
2022-02-25,27,147.92592592592592,6.333333333333333,4,2,1,0,0,30.285714285714285,31.071428571428573,32.833333333333336,3.0394235042348696,27.0,28.0,32.0,36.0,0.0,-0.15625
2022-02-26,33,157.9090909090909,5.666666666666667,5,2,1,1,0,30.714285714285715,31.428571428571427,32.833333333333336,3.1997023671109424,27.0,33.0,30.0,28.0,0.22222222222222232,0.10000000000000009
2022-02-27,40,133.5,6.825,6,2,1,1,0,31.714285714285715,31.785714285714285,33.1,4.750939756661694,33.0,27.0,33.0,35.0,0.21212121212121215,0.21212121212121215
2022-02-28,27,127.62962962962963,5.444444444444445,0,2,1,0,0,30.714285714285715,32.07142857142857,32.86666666666667,4.92322000707823,40.0,27.0,34.0,23.0,-0.32499999999999996,-0.20588235294117652
2022-03-01,29,151.6551724137931,6.724137931034483,1,3,1,0,0,30.857142857142858,31.642857142857142,32.733333333333334,4.84522347020141,27.0,33.0,28.0,35.0,0.07407407407407418,0.03571428571428581
2022-03-02,35,146.6,5.857142857142857,2,3,1,0,0,31.142857142857142,31.714285714285715,32.63333333333333,5.047394424471957,29.0,40.0,33.0,34.0,0.2068965517241379,0.06060606060606055
2022-03-03,43,146.09302325581396,5.325581395348837,3,3,1,0,0,33.42857142857143,32.214285714285715,32.8,6.320789582985738,35.0,27.0,27.0,36.0,0.22857142857142865,0.5925925925925926
2022-03-04,42,144.26190476190476,5.476190476190476,4,3,1,0,0,35.57142857142857,32.92857142857143,33.0,6.320789582985734,43.0,29.0,27.0,32.0,-0.023255813953488413,0.5555555555555556
2022-03-05,43,128.37209302325581,6.023255813953488,5,3,1,1,0,37.0,33.857142857142854,33.4,6.757711644237763,42.0,35.0,33.0,30.0,0.023809523809523725,0.303030303030303
2022-03-06,44,141.54545454545453,5.863636363636363,6,3,1,1,0,37.57142857142857,34.642857142857146,33.36666666666667,7.207800007795786,43.0,43.0,40.0,33.0,0.023255813953488413,0.10000000000000009
2022-03-07,32,135.84375,5.28125,0,3,1,0,0,38.285714285714285,34.5,33.06666666666667,6.156684327197705,44.0,42.0,27.0,34.0,-0.2727272727272727,0.18518518518518512
2022-03-08,30,134.1,5.133333333333334,1,3,1,0,0,38.42857142857143,34.642857142857146,33.333333333333336,5.912053869204923,32.0,43.0,29.0,28.0,-0.0625,0.034482758620689724
2022-03-09,31,147.32258064516128,6.354838709677419,2,3,1,0,0,37.857142857142854,34.5,33.4,6.466028441750298,30.0,44.0,35.0,33.0,0.03333333333333344,-0.11428571428571432
2022-03-10,37,133.75675675675674,5.783783783783784,3,3,1,0,0,37.0,35.214285714285715,33.7,6.055300708194984,31.0,32.0,43.0,27.0,0.19354838709677424,-0.13953488372093026
2022-03-11,26,139.3846153846154,5.730769230769231,4,3,1,0,0,34.714285714285715,35.142857142857146,33.333333333333336,6.824326235712117,37.0,30.0,42.0,27.0,-0.29729729729729726,-0.38095238095238093
2022-03-12,36,134.52777777777777,6.722222222222222,5,3,1,1,0,33.714285714285715,35.357142857142854,33.3,5.851332774513463,26.0,31.0,43.0,33.0,0.3846153846153846,-0.16279069767441856
2022-03-13,37,142.59459459459458,6.4324324324324325,6,3,1,1,0,32.714285714285715,35.142857142857146,33.333333333333336,4.15187851918809,36.0,37.0,44.0,40.0,0.02777777777777768,-0.15909090909090906
2022-03-14,32,145.21875,5.96875,0,3,1,0,0,32.714285714285715,35.5,33.46666666666667,4.15187851918809,37.0,26.0,32.0,27.0,-0.1351351351351351,0.0
2022-03-15,27,123.77777777777777,5.962962962962963,1,3,1,0,0,32.285714285714285,35.357142857142854,33.2,4.608480795022965,32.0,36.0,30.0,29.0,-0.15625,-0.09999999999999998
2022-03-16,36,136.41666666666666,6.694444444444445,2,3,1,0,0,33.0,35.42857142857143,33.63333333333333,4.760952285695257,27.0,37.0,31.0,35.0,0.33333333333333326,0.16129032258064524
2022-03-17,36,127.02777777777777,5.666666666666667,3,3,1,0,0,32.857142857142854,34.92857142857143,33.666666666666664,4.634241089562639,36.0,32.0,37.0,43.0,0.0,-0.027027027027026973
2022-03-18,32,133.53125,5.96875,4,3,1,0,0,33.714285714285715,34.214285714285715,33.6,3.592319850008085,36.0,27.0,26.0,42.0,-0.11111111111111116,0.23076923076923084
2022-03-19,54,157.87037037037038,5.462962962962963,5,3,1,1,0,36.285714285714285,35.0,34.2,8.538428538364775,32.0,36.0,36.0,43.0,0.6875,0.5
2022-03-20,41,138.5609756097561,5.7073170731707314,6,3,1,1,0,36.857142857142854,34.785714285714285,34.5,8.725987459471693,54.0,36.0,37.0,44.0,-0.2407407407407407,0.10810810810810811
2022-03-21,37,131.56756756756758,5.891891891891892,0,3,1,0,0,37.57142857142857,35.142857142857146,34.733333333333334,8.462803768199265,41.0,32.0,32.0,32.0,-0.09756097560975607,0.15625
2022-03-22,33,146.78787878787878,5.818181818181818,1,3,1,0,0,38.42857142857143,35.357142857142854,34.733333333333334,7.457817885886437,37.0,54.0,27.0,30.0,-0.10810810810810811,0.22222222222222232
2022-03-23,36,135.19444444444446,6.333333333333333,2,3,1,0,0,38.42857142857143,35.714285714285715,34.8,7.457817885886437,33.0,41.0,36.0,31.0,0.09090909090909083,0.0
2022-03-24,37,136.1891891891892,5.783783783783784,3,3,1,0,0,38.57142857142857,35.714285714285715,35.1,7.412987316351011,36.0,37.0,36.0,37.0,0.02777777777777768,0.02777777777777768
2022-03-25,30,126.43333333333334,5.066666666666666,4,3,1,0,0,38.285714285714285,36.0,35.0,7.739816658342879,37.0,33.0,32.0,26.0,-0.18918918918918914,-0.0625
2022-03-26,31,122.87096774193549,6.129032258064516,5,3,1,1,0,35.0,35.642857142857146,35.13333333333333,3.8729833462074343,30.0,36.0,54.0,36.0,0.03333333333333344,-0.42592592592592593
2022-03-27,26,124.96153846153847,5.961538461538462,6,3,1,1,0,32.857142857142854,34.857142857142854,35.1,4.140393356054149,31.0,37.0,41.0,37.0,-0.16129032258064513,-0.36585365853658536
2022-03-28,34,131.6764705882353,6.088235294117647,0,3,1,0,0,32.42857142857143,35.0,35.13333333333333,3.7796447300923,26.0,30.0,37.0,32.0,0.3076923076923077,-0.08108108108108103
2022-03-29,29,153.13793103448276,7.241379310344827,1,3,1,0,0,31.857142857142858,35.142857142857146,34.766666666666666,3.9761191895520476,34.0,31.0,33.0,27.0,-0.1470588235294118,-0.12121212121212122
2022-03-30,42,127.78571428571429,5.404761904761905,2,3,1,0,0,32.714285714285715,35.57142857142857,35.266666666666666,5.40722620556006,29.0,26.0,36.0,36.0,0.4482758620689655,0.16666666666666674
2022-03-31,33,136.8181818181818,5.878787878787879,3,3,1,0,0,32.142857142857146,35.357142857142854,35.4,5.080307452263497,42.0,34.0,37.0,36.0,-0.2142857142857143,-0.10810810810810811
2022-04-01,34,137.2058823529412,5.705882352941177,4,4,2,0,0,32.714285714285715,35.5,35.36666666666667,5.023753102820187,33.0,29.0,30.0,32.0,0.030303030303030276,0.1333333333333333
2022-04-02,32,167.5,5.28125,5,4,2,1,0,32.857142857142854,33.92857142857143,35.0,4.980915960897557,34.0,42.0,31.0,54.0,-0.05882352941176472,0.032258064516129004
2022-04-03,29,144.24137931034483,7.103448275862069,6,4,2,1,0,33.285714285714285,33.07142857142857,34.56666666666667,4.386125310350294,32.0,33.0,26.0,41.0,-0.09375,0.11538461538461542
2022-04-04,45,133.73333333333332,5.733333333333333,0,4,2,0,0,34.857142857142854,33.642857142857146,34.63333333333333,6.256425268702358,29.0,34.0,34.0,37.0,0.5517241379310345,0.32352941176470584
2022-04-05,31,147.32258064516128,5.483870967741935,1,4,2,0,0,35.142857142857146,33.5,34.2,5.984105932344785,45.0,32.0,29.0,33.0,-0.3111111111111111,0.06896551724137923
2022-04-06,37,156.86486486486487,5.783783783783784,2,4,2,0,0,34.42857142857143,33.57142857142857,34.36666666666667,5.28700113035558,31.0,29.0,42.0,36.0,0.19354838709677424,-0.11904761904761907
2022-04-07,28,131.5,6.178571428571429,3,4,2,0,0,33.714285714285715,32.92857142857143,34.3,5.822779568622027,37.0,45.0,33.0,37.0,-0.2432432432432432,-0.1515151515151515
2022-04-08,24,137.54166666666666,6.041666666666667,4,4,2,0,0,32.285714285714285,32.5,34.06666666666667,6.872997543873811,28.0,31.0,34.0,30.0,-0.1428571428571429,-0.2941176470588235
2022-04-09,33,154.33333333333334,5.696969696969697,5,4,2,1,0,32.42857142857143,32.642857142857146,33.93333333333333,6.876460883747866,24.0,37.0,32.0,31.0,0.375,0.03125
2022-04-10,31,152.32258064516128,6.451612903225806,6,4,2,1,0,32.714285714285715,33.0,34.1,6.75066134326325,33.0,28.0,29.0,26.0,-0.06060606060606055,0.06896551724137923
2022-04-11,37,137.78378378378378,5.675675675675675,0,4,2,0,0,31.571428571428573,33.214285714285715,34.13333333333333,4.685336802448798,31.0,24.0,45.0,34.0,0.19354838709677424,-0.1777777777777778
2022-04-12,30,125.33333333333333,6.4,1,4,2,0,0,31.428571428571427,33.285714285714285,33.9,4.720774754816676,37.0,33.0,31.0,29.0,-0.18918918918918914,-0.032258064516129004
2022-04-13,40,138.325,5.9,2,4,2,0,0,31.857142857142858,33.142857142857146,34.166666666666664,5.398412465054641,30.0,31.0,37.0,42.0,0.33333333333333326,0.08108108108108114
2022-04-14,41,156.5609756097561,5.317073170731708,3,4,2,0,0,33.714285714285715,33.714285714285715,34.63333333333333,6.047431568147655,40.0,37.0,28.0,33.0,0.02499999999999991,0.4642857142857142
2022-04-15,33,147.15151515151516,6.181818181818182,4,4,2,0,0,35.0,33.642857142857146,34.53333333333333,4.358898943540705,41.0,30.0,24.0,34.0,-0.19512195121951215,0.375
2022-04-16,36,148.61111111111111,5.527777777777778,5,4,2,1,0,35.42857142857143,33.92857142857143,34.53333333333333,4.276179870598824,33.0,40.0,33.0,32.0,0.09090909090909083,0.09090909090909083
2022-04-17,45,133.44444444444446,5.866666666666666,6,4,2,1,0,37.42857142857143,35.07142857142857,34.96666666666667,5.061526214398973,36.0,41.0,31.0,29.0,0.25,0.4516129032258065
2022-04-18,39,139.02564102564102,5.435897435897436,0,4,2,0,0,37.714285714285715,34.642857142857146,34.46666666666667,5.089672082242853,45.0,33.0,37.0,45.0,-0.1333333333333333,0.054054054054053946
2022-04-19,42,138.83333333333334,6.238095238095238,1,4,2,0,0,39.42857142857143,35.42857142857143,34.5,3.952094080237474,39.0,36.0,30.0,31.0,0.07692307692307687,0.3999999999999999
2022-04-20,31,154.2258064516129,6.709677419354839,2,4,2,0,0,38.142857142857146,35.0,34.3,5.047394424471986,42.0,45.0,40.0,37.0,-0.26190476190476186,-0.22499999999999998
2022-04-21,30,161.33333333333334,6.166666666666667,3,4,2,0,0,36.57142857142857,35.142857142857146,34.2,5.68205194324327,31.0,39.0,41.0,28.0,-0.032258064516129004,-0.2682926829268293
2022-04-22,27,135.77777777777777,6.851851851851852,4,4,2,0,0,35.714285714285715,35.357142857142854,33.9,6.6761836831702634,30.0,42.0,33.0,24.0,-0.09999999999999998,-0.18181818181818177
2022-04-23,25,146.44,6.08,5,4,2,1,0,34.142857142857146,34.785714285714285,33.5,7.798046153333797,27.0,31.0,36.0,33.0,-0.07407407407407407,-0.3055555555555556
2022-04-24,52,138.42307692307693,5.653846153846154,6,4,2,1,0,35.142857142857146,36.285714285714285,34.233333333333334,9.651054716602605,25.0,30.0,45.0,31.0,1.08,0.15555555555555545
2022-04-25,32,158.59375,6.15625,0,4,2,0,0,34.142857142857146,35.92857142857143,34.266666666666666,9.546876826630653,52.0,27.0,39.0,37.0,-0.3846153846153846,-0.17948717948717952
2022-04-26,39,132.17948717948718,6.6923076923076925,1,4,2,0,0,33.714285714285715,36.57142857142857,34.7,9.196272536817771,32.0,25.0,42.0,30.0,0.21875,-0.0714285714285714
2022-04-27,35,150.0,5.457142857142857,2,4,2,0,0,34.285714285714285,36.214285714285715,34.733333333333334,9.123491395189424,39.0,52.0,31.0,40.0,-0.10256410256410253,0.12903225806451624
2022-04-28,31,133.0,6.387096774193548,3,4,2,0,0,34.42857142857143,35.5,34.8,9.052755434252115,35.0,32.0,30.0,41.0,-0.11428571428571432,0.03333333333333344
2022-04-29,37,137.97297297297297,6.486486486486487,4,4,2,0,0,35.857142857142854,35.785714285714285,34.63333333333333,8.45435925876058,31.0,39.0,27.0,33.0,0.19354838709677424,0.37037037037037046
2022-04-30,23,108.08695652173913,6.0,5,4,2,1,0,35.57142857142857,34.857142857142854,34.3,8.904252595569968,37.0,35.0,25.0,36.0,-0.3783783783783784,-0.07999999999999996
2022-05-01,34,127.8529411764706,5.676470588235294,6,5,2,1,0,33.0,34.07142857142857,34.3,5.196152422706642,23.0,31.0,52.0,45.0,0.4782608695652173,-0.34615384615384615
2022-05-02,34,152.58823529411765,6.205882352941177,0,5,2,0,0,33.285714285714285,33.714285714285715,34.36666666666667,5.186980037050655,34.0,37.0,32.0,39.0,0.0,0.0625
2022-05-03,29,144.86206896551724,5.0,1,5,2,0,0,31.857142857142858,32.785714285714285,34.36666666666667,4.705619740571605,34.0,23.0,39.0,42.0,-0.1470588235294118,-0.2564102564102564
2022-05-04,30,135.9,6.6,2,5,2,0,0,31.142857142857142,32.714285714285715,33.86666666666667,4.525062483125562,29.0,34.0,35.0,31.0,0.034482758620689724,-0.1428571428571429
2022-05-05,38,126.44736842105263,5.342105263157895,3,5,2,0,0,32.142857142857146,33.285714285714285,34.1,5.209880722517281,30.0,34.0,31.0,30.0,0.2666666666666666,0.22580645161290325
2022-05-06,33,133.9090909090909,5.787878787878788,4,5,2,0,0,31.571428571428573,33.714285714285715,33.96666666666667,4.790864322059326,38.0,29.0,37.0,27.0,-0.13157894736842102,-0.10810810810810811
2022-05-07,35,126.34285714285714,6.714285714285714,5,5,2,1,0,33.285714285714285,34.42857142857143,34.2,3.039423504234862,33.0,30.0,23.0,25.0,0.06060606060606055,0.5217391304347827
2022-05-08,38,139.78947368421052,6.868421052631579,6,5,2,1,0,33.857142857142854,33.42857142857143,34.666666666666664,3.5321651258386244,35.0,38.0,34.0,52.0,0.08571428571428563,0.11764705882352944
2022-05-09,32,138.6875,6.1875,0,5,2,0,0,33.57142857142857,33.42857142857143,34.63333333333333,3.598941643369763,38.0,33.0,34.0,32.0,-0.1578947368421053,-0.05882352941176472
2022-05-10,26,143.07692307692307,5.576923076923077,1,5,2,0,0,33.142857142857146,32.5,34.46666666666667,4.336994790119523,32.0,35.0,29.0,39.0,-0.1875,-0.10344827586206895
2022-05-11,34,113.44117647058823,6.205882352941177,2,5,2,0,0,33.714285714285715,32.42857142857143,34.36666666666667,4.11154008915905,26.0,38.0,30.0,35.0,0.3076923076923077,0.1333333333333333
2022-05-12,35,124.94285714285714,6.257142857142857,3,5,2,0,0,33.285714285714285,32.714285714285715,34.53333333333333,3.728908942943229,34.0,32.0,38.0,31.0,0.02941176470588225,-0.07894736842105265
2022-05-13,38,145.92105263157896,6.078947368421052,4,5,2,0,0,34.0,32.785714285714285,34.46666666666667,4.123105625617674,35.0,26.0,33.0,37.0,0.08571428571428563,0.1515151515151516
2022-05-14,47,145.38297872340425,5.659574468085107,5,5,2,1,0,35.714285714285715,34.5,34.666666666666664,6.447590912226731,38.0,34.0,35.0,23.0,0.23684210526315796,0.34285714285714275
2022-05-15,24,134.625,6.291666666666667,6,5,2,1,0,33.714285714285715,33.785714285714285,34.36666666666667,7.6749437720912335,47.0,35.0,38.0,34.0,-0.4893617021276596,-0.368421052631579
2022-05-16,31,143.51612903225808,5.064516129032258,0,5,2,0,0,33.57142857142857,33.57142857142857,34.2,7.721337165222596,24.0,38.0,32.0,34.0,0.29166666666666674,-0.03125
2022-05-17,31,142.0,6.0,1,5,2,0,0,34.285714285714285,33.714285714285715,33.733333333333334,7.111359122659231,31.0,47.0,26.0,29.0,0.0,0.1923076923076923
2022-05-18,29,149.20689655172413,5.9655172413793105,2,5,2,0,0,33.57142857142857,33.642857142857146,33.4,7.390470053998441,31.0,24.0,34.0,30.0,-0.06451612903225812,-0.1470588235294118
2022-05-19,36,133.19444444444446,5.638888888888889,3,5,2,0,0,33.714285714285715,33.5,33.2,7.432233529572072,29.0,31.0,35.0,38.0,0.24137931034482762,0.02857142857142847
2022-05-20,37,147.8108108108108,6.297297297297297,4,5,2,0,0,33.57142857142857,33.785714285714285,33.4,7.345228447936868,36.0,31.0,38.0,33.0,0.02777777777777768,-0.02631578947368418
2022-05-21,32,136.96875,6.15625,5,5,2,1,0,31.428571428571427,33.57142857142857,33.46666666666667,4.353433237386441,37.0,29.0,47.0,35.0,-0.1351351351351351,-0.3191489361702128
2022-05-22,33,159.0,6.2727272727272725,6,5,2,1,0,32.714285714285715,33.214285714285715,33.666666666666664,2.8702082220799414,32.0,36.0,24.0,38.0,0.03125,0.375
